channel,lane,phase,start_index,algorithm_id,nfft,cp,code_rate,outer_spacing,inner_spacing,check_degree,horizon,seed,frames,frame_blocks,payload_bits_per_frame,successful_frames,psr,payload_bits,bit_errors,ber,decode_failures,decode_seconds,effective_rate_bps
red1,3,confirm,0,standard,512,32,0.5,8,8,10,0,7,60,10,3834,47,0.7833333333333333,230040,4390,0.019083637628238566,0,0.037173412966666666,3023.4563758389263
red1,3,confirm,0,lite,512,32,0.5,8,8,10,0,7,60,10,3834,0,0.0,230040,68299,0.2969005390366893,0,0.07367989215000001,0.0
red1,3,confirm,0,adaptive_lite,512,32,0.5,8,8,10,0,7,60,10,3834,25,0.4166666666666667,230040,27984,0.12164840897235263,0,0.07184160483333332,1608.221476510067
red1,3,confirm,0,standard,1024,16,0.5,5,10,10,0,6,60,5,3656,18,0.3,219360,22406,0.10214259664478482,0,0.037813076516666676,1132.6678141135972
red1,3,confirm,0,lite,1024,16,0.5,5,10,10,0,6,60,5,3656,44,0.7333333333333333,219360,3094,0.014104668125455872,0,0.06928936056666667,2768.7435456110156
red1,3,confirm,0,adaptive_lite,1024,16,0.5,5,10,10,0,6,60,5,3656,47,0.7833333333333333,219360,2992,0.013639679066374909,0,0.07162627611666668,2957.5215146299483
red1,3,confirm,0,standard,1024,16,0.5,5,10,10,0,7,60,5,3656,16,0.26666666666666666,219360,22068,0.10060175054704595,0,0.03687256003333332,1006.815834767642
red1,3,confirm,0,lite,1024,16,0.5,5,10,10,0,7,60,5,3656,44,0.7333333333333333,219360,4497,0.02050054704595186,0,0.06489991395,2768.7435456110156
red1,3,confirm,0,adaptive_lite,1024,16,0.5,5,10,10,0,7,60,5,3656,42,0.7,219360,4420,0.020149525893508387,0,0.07376974853333335,2642.89156626506
red2,1,confirm,0,standard,512,16,0.25,3,10,10,0,6,60,10,1496,46,0.7666666666666667,89760,20,0.0002228163992869875,0,0.07203681691666668,1174.334470989761
red2,1,confirm,0,lite,512,16,0.25,3,10,10,0,6,60,10,1496,26,0.43333333333333335,89760,416,0.004634581105169341,0,0.12527422963333334,663.7542662116041
red2,1,confirm,0,adaptive_lite,512,16,0.25,3,10,10,0,6,60,10,1496,46,0.7666666666666667,89760,21,0.0002339572192513369,0,0.11479707373333332,1174.334470989761
red2,1,confirm,0,standard,512,16,0.25,3,10,10,0,7,60,10,1496,48,0.8,89760,20,0.0002228163992869875,0,0.07092639323333334,1225.3924914675767
red2,1,confirm,0,lite,512,16,0.25,3,10,10,0,7,60,10,1496,24,0.4,89760,305,0.0033979500891265597,0,0.11690580173333334,612.6962457337884
red2,1,confirm,0,adaptive_lite,512,16,0.25,3,10,10,0,7,60,10,1496,46,0.7666666666666667,89760,24,0.00026737967914438503,0,0.11721208620000004,1174.334470989761
red2,1,confirm,0,standard,2048,64,0.25,3,10,10,4,6,60,4,2432,2,0.03333333333333333,145920,32146,0.22029879385964912,0,0.13671033305,62.04081632653061
red2,1,confirm,0,lite,2048,64,0.25,3,10,10,4,6,60,4,2432,39,0.65,145920,85,0.0005825109649122807,0,0.22893888776666665,1209.7959183673468
red2,1,confirm,0,adaptive_lite,2048,64,0.25,3,10,10,4,6,60,4,2432,39,0.65,145920,85,0.0005825109649122807,0,0.29689511825000003,1209.7959183673468
red2,1,confirm,0,standard,2048,64,0.25,3,10,10,4,7,60,4,2432,5,0.08333333333333333,145920,32271,0.22115542763157894,0,0.12698572958333332,155.1020408163265
red2,1,confirm,0,lite,2048,64,0.25,3,10,10,4,7,60,4,2432,41,0.6833333333333333,145920,156,0.0010690789473684211,0,0.22171889344999998,1271.8367346938774
red2,1,confirm,0,adaptive_lite,2048,64,0.25,3,10,10,4,7,60,4,2432,41,0.6833333333333333,145920,156,0.0010690789473684211,0,0.2917406116833334,1271.8367346938774
red2,1,confirm,0,standard,512,32,0.25,3,10,10,0,6,60,10,1496,54,0.9,89760,8,8.9126559714795e-5,0,0.08246976178333333,1355.4362416107383
red2,1,confirm,0,lite,512,32,0.25,3,10,10,0,6,60,10,1496,31,0.5166666666666667,89760,229,0.002551247771836007,0,0.11877542704999997,778.1208053691275
red2,1,confirm,0,adaptive_lite,512,32,0.25,3,10,10,0,6,60,10,1496,54,0.9,89760,8,8.9126559714795e-5,0,0.1056497965,1355.4362416107383
red2,1,confirm,0,standard,512,32,0.25,3,10,10,0,7,60,10,1496,48,0.8,89760,20,0.0002228163992869875,0,0.08859262218333333,1204.8322147651006
red2,1,confirm,0,lite,512,32,0.25,3,10,10,0,7,60,10,1496,29,0.48333333333333334,89760,246,0.0027406417112299467,0,0.12270371114999998,727.9194630872483
red2,1,confirm,0,adaptive_lite,512,32,0.25,3,10,10,0,7,60,10,1496,46,0.7666666666666667,89760,27,0.0003008021390374332,0,0.11959223113333334,1154.6308724832215
red2,1,confirm,0,standard,1024,64,0.5,5,10,10,0,6,60,5,3656,0,0.0,219360,38259,0.17441192560175053,0,0.09401335185000001,0.0
red2,1,confirm,0,lite,1024,64,0.5,5,10,10,0,6,60,5,3656,1,0.016666666666666666,219360,47274,0.21550875273522976,0,0.15775031161666667,61.34228187919463
red2,1,confirm,0,adaptive_lite,1024,64,0.5,5,10,10,0,6,60,5,3656,1,0.016666666666666666,219360,39654,0.18077133479212254,0,0.20528350661666667,61.34228187919463
red2,1,confirm,0,standard,1024,64,0.5,5,10,10,0,7,60,5,3656,1,0.016666666666666666,219360,38220,0.17423413566739607,0,0.10531192019999999,61.34228187919463
red2,1,confirm,0,lite,1024,64,0.5,5,10,10,0,7,60,5,3656,1,0.016666666666666666,219360,46342,0.2112600291757841,0,0.16370955719999997,61.34228187919463
red2,1,confirm,0,adaptive_lite,1024,64,0.5,5,10,10,0,7,60,5,3656,2,0.03333333333333333,219360,38809,0.17691921954777534,0,0.20461855245000005,122.68456375838926
red2,2,confirm,0,standard,512,32,0.5,3,8,10,0,6,60,10,2924,36,0.6,175440,6899,0.039323985408116734,0,0.10276296675,1766.1744966442952
red2,2,confirm,0,lite,512,32,0.5,3,8,10,0,6,60,10,2924,0,0.0,175440,39010,0.22235522115823073,0,0.12493184445000001,0.0
red2,2,confirm,0,adaptive_lite,512,32,0.5,3,8,10,0,6,60,10,2924,36,0.6,175440,7469,0.04257295941632467,0,0.1409721933833333,1766.1744966442952
red2,2,confirm,0,standard,512,32,0.5,3,8,10,0,7,60,10,2924,38,0.6333333333333333,175440,6558,0.03738030095759234,0,0.08372588419999998,1864.2953020134228
red2,2,confirm,0,lite,512,32,0.5,3,8,10,0,7,60,10,2924,0,0.0,175440,38664,0.22038303693570452,0,0.14312839168333336,0.0
red2,2,confirm,0,adaptive_lite,512,32,0.5,3,8,10,0,7,60,10,2924,38,0.6333333333333333,175440,7588,0.04325125398996808,0,0.14072548909999996,1864.2953020134228
red2,2,confirm,0,standard,512,32,0.5,3,5,10,0,6,60,10,2672,47,0.7833333333333333,160320,3020,0.0188373253493014,0,0.07696522583333333,2107.1140939597317
red2,2,confirm,0,lite,512,32,0.5,3,5,10,0,6,60,10,2672,1,0.016666666666666666,160320,31927,0.19914545908183634,0,0.14569000518333333,44.83221476510067
red2,2,confirm,0,adaptive_lite,512,32,0.5,3,5,10,0,6,60,10,2672,47,0.7833333333333333,160320,3095,0.019305139720558882,0,0.12727690178333334,2107.1140939597317
red2,2,confirm,0,standard,512,32,0.5,3,5,10,0,7,60,10,2672,45,0.75,160320,3287,0.020502744510978044,0,0.08376480168333335,2017.4496644295302
red2,2,confirm,0,lite,512,32,0.5,3,5,10,0,7,60,10,2672,2,0.03333333333333333,160320,30996,0.1933383233532934,0,0.15421410601666666,89.66442953020135
red2,2,confirm,0,adaptive_lite,512,32,0.5,3,5,10,0,7,60,10,2672,45,0.75,160320,3473,0.021662924151696607,0,0.15510527686666667,2017.4496644295302
red2,2,confirm,0,standard,512,32,0.5,3,10,10,0,6,60,10,3008,37,0.6166666666666667,180480,7837,0.04342309397163121,0,0.08159871929999998,1867.3825503355704
red2,2,confirm,0,lite,512,32,0.5,3,10,10,0,6,60,10,3008,0,0.0,180480,37793,0.20940270390070923,0,0.13104689523333332,0.0
red2,2,confirm,0,adaptive_lite,512,32,0.5,3,10,10,0,6,60,10,3008,37,0.6166666666666667,180480,8887,0.04924091312056737,0,0.16231721365000001,1867.3825503355704
red2,2,confirm,0,standard,512,32,0.5,3,10,10,0,7,60,10,3008,37,0.6166666666666667,180480,6745,0.03737256205673759,0,0.08300400176666667,1867.3825503355704
red2,2,confirm,0,lite,512,32,0.5,3,10,10,0,7,60,10,3008,0,0.0,180480,38263,0.21200687056737588,0,0.14242378493333335,0.0
red2,2,confirm,0,adaptive_lite,512,32,0.5,3,10,10,0,7,60,10,3008,37,0.6166666666666667,180480,8006,0.04435948581560284,0,0.15784859914999996,1867.3825503355704
red2,2,confirm,0,standard,1024,64,0.5,5,10,10,0,6,60,5,3656,1,0.016666666666666666,219360,37127,0.16925145878920497,0,0.09323324680000002,61.34228187919463
red2,2,confirm,0,lite,1024,64,0.5,5,10,10,0,6,60,5,3656,0,0.0,219360,39325,0.17927151714077316,0,0.15797460330000002,0.0
red2,2,confirm,0,adaptive_lite,1024,64,0.5,5,10,10,0,6,60,5,3656,1,0.016666666666666666,219360,35196,0.16044857768052517,0,0.20780491869999992,61.34228187919463
red2,2,confirm,0,standard,1024,64,0.5,5,10,10,0,7,60,5,3656,1,0.016666666666666666,219360,37503,0.17096553610503282,0,0.09919388683333336,61.34228187919463
red2,2,confirm,0,lite,1024,64,0.5,5,10,10,0,7,60,5,3656,0,0.0,219360,40531,0.1847693289569657,0,0.18093732813333338,0.0
red2,2,confirm,0,adaptive_lite,1024,64,0.5,5,10,10,0,7,60,5,3656,1,0.016666666666666666,219360,35932,0.1638037928519329,0,0.21010078348333336,61.34228187919463
red2,3,confirm,0,standard,512,32,0.5,3,8,10,0,6,60,10,2924,51,0.85,175440,2294,0.013075695394436844,0,0.08577699528333334,2502.0805369127515
red2,3,confirm,0,lite,512,32,0.5,3,8,10,0,6,60,10,2924,1,0.016666666666666666,175440,33780,0.19254445964432285,0,0.1720728885166666,49.060402684563755
red2,3,confirm,0,adaptive_lite,512,32,0.5,3,8,10,0,6,60,10,2924,51,0.85,175440,2511,0.014312585499316006,0,0.11458898163333332,2502.0805369127515
red2,3,confirm,0,standard,512,32,0.5,3,8,10,0,7,60,10,2924,47,0.7833333333333333,175440,2813,0.016033971728226175,0,0.07716105453333336,2305.8389261744965
red2,3,confirm,0,lite,512,32,0.5,3,8,10,0,7,60,10,2924,0,0.0,175440,33751,0.19237916096671226,0,0.14916148125,0.0
red2,3,confirm,0,adaptive_lite,512,32,0.5,3,8,10,0,7,60,10,2924,47,0.7833333333333333,175440,3044,0.017350661194710442,0,0.11773019493333334,2305.8389261744965
red2,3,confirm,0,standard,512,32,0.5,5,5,10,0,6,60,10,3248,45,0.75,194880,4407,0.022613916256157635,0,0.09548177913333335,2452.3489932885905
red2,3,confirm,0,lite,512,32,0.5,5,5,10,0,6,60,10,3248,1,0.016666666666666666,194880,40555,0.20810242200328408,0,0.15118207178333337,54.49664429530201
red2,3,confirm,0,adaptive_lite,512,32,0.5,5,5,10,0,6,60,10,3248,45,0.75,194880,4722,0.024230295566502462,0,0.14905639804999998,2452.3489932885905
