channel,lane,phase,start_index,algorithm_id,nfft,cp,code_rate,outer_spacing,inner_spacing,check_degree,horizon,seed,frames,frame_blocks,payload_bits_per_frame,successful_frames,psr,payload_bits,bit_errors,ber,decode_failures,decode_seconds,effective_rate_bps
red3,2,confirm,0,pfft,2048,128,0.25,5,5,10,2,7,60,2,1289,32,0.5333333333333333,77340,89,0.0011507628652702353,0,0.0752501654,781.2121212121212
red3,2,confirm,0,pfft,2048,128,0.25,5,10,10,0,6,60,2,1452,35,0.5833333333333334,87120,85,0.0009756657483930211,0,0.07195909771666667,962.5
red3,2,confirm,0,pfft,2048,128,0.25,5,10,10,0,7,60,2,1452,33,0.55,87120,76,0.0008723599632690542,0,0.06091634203333332,907.5
red3,2,confirm,0,pfft,1024,64,0.5,5,10,10,0,6,60,5,3656,0,0.0,219360,40472,0.18450036469730124,0,0.09932257478333334,0.0
red3,2,confirm,0,pfft,1024,64,0.5,5,10,10,0,7,60,5,3656,0,0.0,219360,39226,0.1788202042304887,0,0.09200726125000001,0.0
red3,3,confirm,0,pfft,2048,128,0.25,5,4,10,4,6,60,4,2432,18,0.3,145920,166,0.001137609649122807,0,0.12634197766666666,547.2
red3,3,confirm,0,pfft,2048,128,0.25,5,4,10,4,7,60,4,2432,21,0.35,145920,200,0.0013706140350877192,0,0.14915171265,638.4
red3,3,confirm,0,pfft,2048,16,0.25,5,8,10,2,6,60,2,1412,32,0.5333333333333333,84720,102,0.0012039660056657223,0,0.07187928354999999,879.0661478599222
red3,3,confirm,0,pfft,2048,16,0.25,5,8,10,2,7,60,2,1412,26,0.43333333333333335,84720,97,0.0011449480642115202,0,0.07500566895,714.2412451361868
red3,3,confirm,0,pfft,2048,16,0.25,5,8,10,0,6,60,2,1412,32,0.5333333333333333,84720,102,0.0012039660056657223,0,0.06587828994999999,879.0661478599222
red3,3,confirm,0,pfft,2048,16,0.25,5,8,10,0,7,60,2,1412,26,0.43333333333333335,84720,97,0.0011449480642115202,0,0.07229408108333334,714.2412451361868
red3,3,confirm,0,pfft,1024,64,0.5,5,10,10,0,6,60,5,3656,0,0.0,219360,42667,0.19450674690007294,0,0.10616021718333334,0.0
red3,3,confirm,0,pfft,1024,64,0.5,5,10,10,0,7,60,5,3656,0,0.0,219360,42509,0.193786469730124,0,0.10607232788333332,0.0
red4,1,confirm,0,pfft,2048,0,0.25,5,8,10,2,6,60,2,1412,38,0.6333333333333333,84720,35,0.00041312559017941453,0,0.07275503531666666,1047.96875
red4,1,confirm,0,pfft,2048,0,0.25,5,8,10,2,7,60,2,1412,44,0.7333333333333333,84720,23,0.00027148253068932953,0,0.0647454347,1213.4375
red4,1,confirm,0,pfft,2048,0,0.25,5,8,10,0,6,60,2,1412,38,0.6333333333333333,84720,35,0.00041312559017941453,0,0.06936945973333333,1047.96875
red4,1,confirm,0,pfft,2048,0,0.25,5,8,10,0,7,60,2,1412,44,0.7333333333333333,84720,23,0.00027148253068932953,0,0.06797447763333334,1213.4375
red4,1,confirm,0,pfft,2048,32,0.25,5,10,10,4,6,60,4,2921,47,0.7833333333333333,175260,20,0.00011411617026132602,0,0.1358816273166667,1769.1623711340208
red4,1,confirm,0,pfft,2048,32,0.25,5,10,10,4,7,60,4,2921,40,0.6666666666666666,175260,33,0.00018829168093118794,0,0.12844515076666668,1505.6701030927836
red4,1,confirm,0,pfft,1024,16,0.5,5,10,10,0,6,60,5,3656,3,0.05,219360,32869,0.1498404449307075,0,0.10222174138333333,188.77796901893288
red4,1,confirm,0,pfft,1024,16,0.5,5,10,10,0,7,60,5,3656,3,0.05,219360,33251,0.1515818745441284,0,0.08568293673333334,188.77796901893288
red4,2,confirm,0,pfft,2048,16,0.25,5,5,10,4,6,60,4,2595,40,0.6666666666666666,155700,32,0.00020552344251766218,0,0.13020488200000002,1344.5595854922278
red4,2,confirm,0,pfft,2048,16,0.25,5,5,10,4,7,60,4,2595,42,0.7,155700,24,0.00015414258188824664,0,0.13020887779999998,1411.7875647668393
red4,2,confirm,0,pfft,2048,16,0.25,5,10,10,4,6,60,4,2921,29,0.48333333333333334,175260,55,0.0003138194682186466,0,0.13587977088333333,1097.2668393782383
red4,2,confirm,0,pfft,2048,16,0.25,5,10,10,4,7,60,4,2921,36,0.6,175260,46,0.00026246719160104987,0,0.1305700420833333,1362.1243523316061
red4,2,confirm,0,pfft,2048,16,0.25,5,8,10,4,6,60,4,2840,32,0.5333333333333333,170400,48,0.00028169014084507044,0,0.13877464556666666,1177.20207253886
red4,2,confirm,0,pfft,2048,16,0.25,5,8,10,4,7,60,4,2840,34,0.5666666666666667,170400,46,0.0002699530516431925,0,0.12480105128333331,1250.7772020725388
red4,2,confirm,0,pfft,1024,16,0.5,5,10,10,0,6,60,5,3656,0,0.0,219360,35145,0.16021608315098468,0,0.09783786643333332,0.0
red4,2,confirm,0,pfft,1024,16,0.5,5,10,10,0,7,60,5,3656,0,0.0,219360,35182,0.16038475565280816,0,0.09664648565000002,0.0
red4,3,confirm,0,pfft,2048,128,0.5,5,10,10,2,6,60,2,2921,21,0.35,175260,17635,0.10062193312792422,0,0.03364124958333333,1161.7613636363637
red4,3,confirm,0,pfft,2048,128,0.5,5,10,10,2,7,60,2,2921,19,0.31666666666666665,175260,17587,0.10034805431929704,0,0.03527766671666667,1051.1174242424242
red4,3,confirm,0,pfft,2048,128,0.5,5,10,10,0,6,60,2,2921,21,0.35,175260,17635,0.10062193312792422,0,0.035891110566666676,1161.7613636363637
red4,3,confirm,0,pfft,2048,128,0.5,5,10,10,0,7,60,2,2921,19,0.31666666666666665,175260,17587,0.10034805431929704,0,0.03704201888333333,1051.1174242424242
red4,3,confirm,0,pfft,2048,0,0.5,5,5,10,4,6,60,4,5206,14,0.23333333333333334,312360,29460,0.09431425278524778,0,0.08099136383333333,949.0104166666667
red4,3,confirm,0,pfft,2048,0,0.5,5,5,10,4,7,60,4,5206,13,0.21666666666666667,312360,29304,0.09381482904341144,0,0.06841301040000002,881.2239583333334
red4,3,confirm,0,pfft,1024,16,0.5,5,10,10,0,6,60,5,3656,2,0.03333333333333333,219360,32454,0.14794857768052516,0,0.04567471278333333,125.85197934595524
red4,3,confirm,0,pfft,1024,16,0.5,5,10,10,0,7,60,5,3656,4,0.06666666666666667,219360,31106,0.14180342815463165,0,0.04397888973333334,251.7039586919105
