channel,lane,phase,start_index,algorithm_id,nfft,cp,code_rate,outer_spacing,inner_spacing,check_degree,horizon,seed,frames,frame_blocks,payload_bits_per_frame,successful_frames,psr,payload_bits,bit_errors,ber,decode_failures,decode_seconds,effective_rate_bps
red4,1,screen,1,pfft,2048,0,0.25,8,3,10,2,5,20,2,1173,13,0.65,23460,11,0.00046888320545609546,0,0.07335850825000001,893.49609375
red4,1,screen,1,pfft,2048,0,0.25,5,8,10,1,5,20,1,698,19,0.95,13960,4,0.00028653295128939826,0,0.04628552030000001,1036.09375
red4,1,screen,2,pfft,2048,64,0.25,3,8,10,1,5,20,1,579,14,0.7,11580,107,0.00924006908462867,0,0.10028530025000001,626.7525773195877
red4,1,screen,3,pfft,2048,64,0.5,5,8,8,0,5,20,2,2840,6,0.3,56800,4056,0.07140845070422536,0,0.09337366389999999,983.0769230769231
red4,1,screen,3,pfft,2048,0,0.5,5,5,8,1,5,20,1,1289,6,0.3,25780,1916,0.0743211792086889,0,0.031961711,604.21875
red4,1,screen,2,pfft,2048,32,0.25,4,5,10,4,5,20,4,2428,9,0.45,48560,26,0.0005354200988467875,0,0.10700915005,844.7938144329896
red4,1,screen,1,pfft,1024,0,0.5,5,10,10,0,5,20,5,3656,2,0.1,73120,10613,0.1451449671772429,0,0.12420322554999999,380.83333333333337
red4,1,screen,1,pfft,2048,16,0.25,10,5,10,0,5,20,2,1456,11,0.55,29120,15,0.0005151098901098901,0,0.16287633045,934.7859922178989
red4,1,screen,3,pfft,2048,16,0.5,5,8,4,0,5,20,2,2840,0,0.0,56800,1647,0.028996478873239438,0,0.06338895454999999,0.0
red4,1,screen,3,pfft,512,64,0.125,3,3,8,1,5,20,1,40,20,1.0,800,0,0.0,0,0.022235764499999998,82.19178082191782
red4,1,screen,1,pfft,512,32,0.5,5,10,10,0,5,20,10,3656,0,0.0,73120,15663,0.21420951859956236,0,0.130672322,0.0
red4,1,screen,1,pfft,2048,0,0.25,8,5,10,2,5,20,2,1411,16,0.8,28220,7,0.00024805102763997164,0,0.0903423619,1322.8125
red4,1,screen,1,pfft,2048,0,0.25,5,8,8,2,5,20,2,1412,12,0.6,28240,17,0.0006019830028328612,0,0.0796053467,992.8125
red4,1,screen,1,pfft,2048,16,0.25,3,10,10,0,5,20,2,1208,14,0.7,24160,10,0.0004139072847682119,0,0.08436512155,987.0817120622569
red4,1,screen,2,pfft,2048,32,0.25,3,8,10,4,5,20,4,2364,15,0.75,47280,11,0.0002326565143824027,0,0.13791800885000002,1370.8762886597938
red4,1,screen,2,pfft,2048,32,0.25,5,3,10,4,5,20,4,2160,12,0.6,43200,14,0.00032407407407407406,0,0.12675933895,1002.0618556701031
red4,1,screen,3,pfft,2048,0,0.5,8,4,8,1,5,20,1,1322,3,0.15,26440,3336,0.12617246596066567,0,0.04313490685,309.84375
red4,1,screen,3,pfft,1024,32,0.5,5,8,8,0,5,20,5,3554,2,0.1,71080,7994,0.11246482836240855,0,0.12574724624999997,363.89078498293514
red4,1,screen,3,pfft,2048,16,0.5,8,3,8,0,5,20,2,2362,4,0.2,47240,5359,0.1134419983065199,0,0.0667537963,551.4396887159534
red4,1,screen,2,pfft,2048,64,0.25,4,4,3,0,5,20,2,1130,0,0.0,22600,947,0.04190265486725664,0,0.07146935055,0.0
red4,1,screen,3,pfft,2048,0,0.5,5,8,8,4,5,20,4,5696,3,0.15,113920,8692,0.0762991573033708,0,0.11768630480000002,667.5
